y,inputstate,birthyr,gender,sexuality,trans,educ,votereg,race,employ,internethome,internetwork,marstat,pid3,ideo5,pew_bornagain,pew_religimp,pew_churatd,pew_prayer,religpew,child18num,newsint,faminc_new,ownhome,urbancity,immstat,cit1,unionhh,investor,assets_estimate,response_time_minutes,volunteering_index
1,Florida,1947,Male,Heterosexual / straight,No,4-year,Yes,White,Retired,Broadband,Broadband,Divorced,Independent,Very conservative,No,Not too important,Seldom,Once a day,Roman Catholic,0,Most of the time,"$150,000 - $199,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,170727.0,8.1,0.3
1,Michigan,1939,Female,Heterosexual / straight,No,Post-grad,Yes,White,Retired,Broadband,Broadband,Married,Democrat,Liberal,No,Not too important,Seldom,Seldom,Nothing in particular,0,Most of the time,"$200,000 - $249,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,250190.0,9.3,0.0
1,Ohio,1962,Female,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Liberal,No,Not at all important,Never,Never,Nothing in particular,0,Most of the time,"$120,000 - $149,999",Own,Rural area,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,158483.0,13.0,0.0
1,New York,1972,Male,Heterosexual / straight,No,High school graduate,Yes,White,Full-time,Broadband,,Married,Other,Very conservative,No,Not too important,Never,Seldom,Roman Catholic,0,Only now and then,"$80,000 - $99,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,100456.0,9.8,0.0
1,Missouri,1992,Female,Heterosexual / straight,No,Some college,Yes,White,Full-time,Broadband,Broadband,Never married,Republican,Moderate,Yes,Somewhat important,Once a week,Once a day,Nothing in particular,0,Only now and then,"$50,000 - $59,999",Rent,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,60746.0,14.6,0.74
1,Texas,1990,Female,Heterosexual / straight,No,4-year,Yes,Asian,Unemployed,Broadband,Broadband,Married,Independent,Liberal,No,Not too important,A few times a year,A few times a month,Hindu,0,Only now and then,"$70,000 - $79,999",Rent,City,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,112033.0,17.2,0.0
1,Mississippi,1965,Male,Heterosexual / straight,No,4-year,Yes,Black,Full-time,Broadband,Broadband,Married,Republican,Very conservative,Yes,Very important,Once or twice a month,Several times a day,Protestant,1,Most of the time,"$120,000 - $149,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,142058.0,6.2,0.87
1,Georgia,1977,Female,Heterosexual / straight,No,4-year,Yes,Black,Full-time,Broadband,Broadband,Never married,Democrat,Moderate,Yes,Very important,More than once a week,Several times a day,Protestant,0,Most of the time,"$40,000 - $49,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,41430.0,13.5,1.29
0,Ohio,1939,Female,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Dial-up,,Widowed,Republican,Moderate,Yes,Very important,Seldom,Once a day,Protestant,0,Most of the time,"$10,000 - $19,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",No,64570.0,13.8,0.78
1,Illinois,1973,Female,Other,Prefer not to say,Post-grad,Yes,White,Retired,Broadband,Broadband,Never married,Independent,Very liberal,No,Not at all important,Never,Seldom,Something else,0,Some of the time,"$80,000 - $99,999",Rent,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"Yes, a member of my household is currently a union member",No,82270.0,8.7,0.71
0,North Carolina,1958,Female,Heterosexual / straight,No,2-year,Yes,White,Homemaker,Broadband,,Married,Republican,Conservative,Yes,Very important,Seldom,Several times a day,Protestant,0,Most of the time,"$30,000 - $39,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,5313.0,19.5,1.34
0,Illinois,1975,Male,Heterosexual / straight,No,Some college,Yes,Hispanic,Full-time,Broadband,Broadband,Never married,Democrat,Moderate,No,Somewhat important,A few times a year,Seldom,Roman Catholic,0,Only now and then,"$80,000 - $99,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,42574.0,12.1,0.52
0,Texas,1929,Male,Heterosexual / straight,No,Some college,Yes,White,Retired,Broadband,,Married,Independent,Moderate,No,Not at all important,Never,Never,Agnostic,0,Most of the time,"$50,000 - $59,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,66901.0,13.2,0.63
0,Rhode Island,1962,Male,Other,Yes,No HS,No,Hispanic,Retired,Broadband,Broadband,Married,Republican,Very conservative,Yes,Very important,A few times a year,A few times a week,Protestant,0,Most of the time,"Less than $10,000",Rent,City,I am an immigrant to the USA and a naturalized citizen,Yes,"Yes, a member of my household is currently a union member",Yes,24758.0,12.0,0.53
0,California,1941,Male,Heterosexual / straight,No,2-year,Yes,White,Retired,Broadband,,Divorced,Republican,Very conservative,Yes,Very important,Once a week,Once a day,Protestant,0,Most of the time,"$40,000 - $49,999",Own,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,66534.0,23.8,1.15
1,California,1968,Female,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Liberal,No,Not too important,Seldom,Seldom,Something else,0,Most of the time,"$200,000 - $249,999",Own,Town,I am an immigrant to the USA and a naturalized citizen,Yes,"No, no one in my household has ever been a member of a labor union",Yes,240538.0,10.5,0.0
0,Florida,1983,Female,Bisexual,No,High school graduate,Yes,White,Homemaker,Broadband,,Domestic / civil partnership,Republican,Moderate,No,Somewhat important,Never,A few times a week,Something else,0,Some of the time,"$10,000 - $19,999",Own,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,0.0,8.4,0.77
0,California,1990,Female,Heterosexual / straight,No,Some college,Yes,White,Part-time,Broadband,Broadband,Never married,Independent,Not sure,No,Not too important,Seldom,Seldom,Nothing in particular,1,Only now and then,"$50,000 - $59,999",Other,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,5734.0,9.2,0.51
0,North Carolina,1956,Female,Heterosexual / straight,No,4-year,Yes,White,Part-time,Broadband,,Widowed,Democrat,Moderate,No,Somewhat important,Seldom,Once a day,Roman Catholic,0,Most of the time,"$10,000 - $19,999",Rent,Rural area,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,48661.0,19.5,2.45
0,Florida,1973,Female,Lesbian / gay woman,Yes,High school graduate,Yes,Black,Homemaker,Broadband,Broadband,Never married,Democrat,Liberal,Yes,Somewhat important,More than once a week,Once a day,Protestant,16,Some of the time,"$70,000 - $79,999",Rent,Rural area,I was born in the USA but at least one of my parents is an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,133282.0,11.3,0.98
1,Arizona,1939,Male,Heterosexual / straight,No,4-year,Yes,White,Retired,Broadband,,Married,Republican,Very conservative,No,Somewhat important,Never,A few times a week,Protestant,0,Most of the time,"$50,000 - $59,999",Own,Town,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,43441.0,13.7,0.46
1,Georgia,1972,Male,Gay man,No,4-year,Yes,White,Full-time,Broadband,Broadband,Never married,Democrat,Very liberal,No,Not at all important,Never,Never,Atheist,0,Most of the time,"$100,000 - $119,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,127083.0,14.4,0.24
1,California,1980,Female,Heterosexual / straight,No,2-year,Yes,Hispanic,Part-time,Broadband,,Divorced,Democrat,Very liberal,No,Very important,Never,Once a week,Roman Catholic,0,Hardly at all,"$50,000 - $59,999",Other,Town,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,7681.0,11.1,0.05
1,New Hampshire,1955,Male,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Republican,Moderate,No,Very important,Seldom,Several times a day,Roman Catholic,0,Most of the time,Prefer not to say,Own,Town,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,39585.0,7.0,0.82
0,California,1970,Female,Lesbian / gay woman,No,2-year,Yes,White,Retired,Broadband,,Married,Democrat,Moderate,No,Somewhat important,A few times a year,Several times a day,Roman Catholic,0,Only now and then,"$20,000 - $29,999",Rent,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,40445.0,18.7,0.37
0,Missouri,1949,Female,Heterosexual / straight,No,High school graduate,Yes,White,Retired,,,Never married,Democrat,Moderate,Yes,Very important,Once a week,Several times a day,Protestant,0,Some of the time,"$10,000 - $19,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,0.0,9.8,0.0
1,Ohio,1978,Male,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Liberal,No,Not at all important,A few times a year,Once a day,Roman Catholic,0,Most of the time,"$70,000 - $79,999",Rent,City,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"Yes, a member of my household is currently a union member",Yes,111430.0,14.4,0.56
0,Arizona,1940,Male,Heterosexual / straight,No,Some college,Yes,White,Retired,Broadband,,Married,Independent,Conservative,No,Very important,Once a week,Several times a day,Roman Catholic,0,Most of the time,Prefer not to say,Own,City,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,108493.0,,1.01
0,Alabama,1947,Female,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,,Married,Republican,Very conservative,Yes,Very important,More than once a week,Several times a day,Protestant,1,Most of the time,"$30,000 - $39,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,57741.0,9.3,0.91
0,Ohio,1930,Male,Heterosexual / straight,No,4-year,Yes,White,Retired,Broadband,,Widowed,Republican,Conservative,No,Somewhat important,A few times a year,A few times a week,Protestant,0,Most of the time,"$120,000 - $149,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,118938.0,15.1,0.1
0,Texas,1987,Female,Heterosexual / straight,No,2-year,Yes,Hispanic,Student,Broadband,Broadband,Married,Democrat,Liberal,No,Not too important,Seldom,A few times a week,Roman Catholic,0,Some of the time,"$10,000 - $19,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,11106.0,,0.26
1,Massachusetts,1980,Female,Heterosexual / straight,No,2-year,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Very liberal,No,Not at all important,Never,Never,Nothing in particular,3,Most of the time,"$40,000 - $49,999",Rent,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,40705.0,8.0,0.0
1,Wisconsin,1956,Female,Heterosexual / straight,No,Post-grad,Yes,White,Retired,Dial-up,,Married,Democrat,Moderate,No,Not too important,A few times a year,A few times a week,Roman Catholic,0,Some of the time,"$70,000 - $79,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,85245.0,13.8,0.39
0,Tennessee,1963,Male,Heterosexual / straight,No,4-year,Yes,White,Part-time,Broadband,Broadband,Married,Independent,Conservative,Yes,Very important,Once a week,Several times a day,Protestant,0,Most of the time,"$40,000 - $49,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,40642.0,11.4,0.79
